registration,operator_slug,fleet_no,last_route,vehicle_type
YX16OGZ,stagecoach-london,12384,177,ADL Enviro400H MMC
YX16OHA,stagecoach-london,12385,53,ADL Enviro400H MMC
YX16OHB,stagecoach-london,12386,422,ADL Enviro400H MMC
YX16OHC,stagecoach-london,12387,53,ADL Enviro400H MMC
YX16OHD,stagecoach-london,12388,422,ADL Enviro400H MMC
YX16OHE,stagecoach-london,12389,53,ADL Enviro400H MMC
YX16OHF,stagecoach-london,12390,53,ADL Enviro400H MMC
YX16OHG,stagecoach-london,12391,422,ADL Enviro400H MMC
YX16OHH,stagecoach-london,12392,161,ADL Enviro400H MMC
YX16OHJ,stagecoach-london,12393,161,ADL Enviro400H MMC
YX16OHL,stagecoach-london,12395,53,ADL Enviro400H MMC
YX16OHN,stagecoach-london,12396,53,ADL Enviro400H MMC
YX16OHO,stagecoach-london,12397,422,ADL Enviro400H MMC
YX16OHP,stagecoach-london,12398,145,ADL Enviro400H MMC
YX16OHR,stagecoach-london,12399,169,ADL Enviro400H MMC
YX16OHS,stagecoach-london,12400,145,ADL Enviro400H MMC
YX66WCP,stagecoach-london,12401,145,ADL Enviro400H MMC
YX66WAU,stagecoach-london,12402,145,ADL Enviro400H MMC
YY66PHA,stagecoach-london,12403,179,ADL Enviro400H MMC
YY66PHF,stagecoach-london,12404,238,ADL Enviro400H MMC
YY66PHJ,stagecoach-london,12405,145,ADL Enviro400H MMC
YY66PHK,stagecoach-london,12406,179,ADL Enviro400H MMC
YY66PHN,stagecoach-london,12407,179,ADL Enviro400H MMC
YY66PHO,stagecoach-london,12408,145,ADL Enviro400H MMC
YY66PHU,stagecoach-london,12409,238,ADL Enviro400H MMC
YY66PHV,stagecoach-london,12410,N551,ADL Enviro400H MMC
YY66PHX,stagecoach-london,12411,145,ADL Enviro400H MMC
YY66PHZ,stagecoach-london,12412,238,ADL Enviro400H MMC
YY66PJJ,stagecoach-london,12413,62,ADL Enviro400H MMC
YY66PJO,stagecoach-london,12414,145,ADL Enviro400H MMC
YY66PJU,stagecoach-london,12415,145,ADL Enviro400H MMC
YY66PJV,stagecoach-london,12416,145,ADL Enviro400H MMC
YY66PJX,stagecoach-london,12417,238,ADL Enviro400H MMC
YY66PKA,stagecoach-london,12418,145,ADL Enviro400H MMC
YY66PKC,stagecoach-london,12419,145,ADL Enviro400H MMC
YY66PKD,stagecoach-london,12420,145,ADL Enviro400H MMC
YY66PKE,stagecoach-london,12421,62,ADL Enviro400H MMC
YY66PKF,stagecoach-london,12422,N551,ADL Enviro400H MMC
YY66PXT,stagecoach-london,12423,179,ADL Enviro400H MMC
YY66PXU,stagecoach-london,12424,145,ADL Enviro400H MMC
YY66PXV,stagecoach-london,12425,145,ADL Enviro400H MMC
YX67VBC,stagecoach-london,12426,179,ADL Enviro400H MMC
YX67VBD,stagecoach-london,12427,179,ADL Enviro400H MMC
YX67VBE,stagecoach-london,12428,179,ADL Enviro400H MMC
YX67VBF,stagecoach-london,12429,145,ADL Enviro400H MMC
YX67VBG,stagecoach-london,12430,145,ADL Enviro400H MMC
YX67VBJ,stagecoach-london,12431,238,ADL Enviro400H MMC
YX67VBK,stagecoach-london,12432,145,ADL Enviro400H MMC
SN67XDW,stagecoach-london,12433,177,ADL Enviro400H MMC
SN67XDX,stagecoach-london,12434,177,ADL Enviro400H MMC
SN67XDY,stagecoach-london,12435,180,ADL Enviro400H MMC
SN67XDZ,stagecoach-london,12436,53,ADL Enviro400H MMC
SN67XEB,stagecoach-london,12437,177,ADL Enviro400H MMC
SN67XEC,stagecoach-london,12438,122,ADL Enviro400H MMC
SN67XED,stagecoach-london,12439,53,ADL Enviro400H MMC
SN67XEE,stagecoach-london,12440,177,ADL Enviro400H MMC
SN67XEF,stagecoach-london,12441,53,ADL Enviro400H MMC
SN67XEG,stagecoach-london,12442,53,ADL Enviro400H MMC
SN67XEH,stagecoach-london,12443,422,ADL Enviro400H MMC
SN67XEJ,stagecoach-london,12444,602,ADL Enviro400H MMC
SN67XEK,stagecoach-london,12445,180,ADL Enviro400H MMC
SN67XEL,stagecoach-london,12446,669,ADL Enviro400H MMC
SN67XEM,stagecoach-london,12447,672,ADL Enviro400H MMC
SN67XEO,stagecoach-london,12448,180,ADL Enviro400H MMC
SN67XEP,stagecoach-london,12449,53,ADL Enviro400H MMC
SN67XER,stagecoach-london,12450,53,ADL Enviro400H MMC
SN67XES,stagecoach-london,12451,161,ADL Enviro400H MMC
SN62DND,stagecoach-london,12500,205,ADL Enviro400H
SN16OHP,stagecoach-london,12501,26,ADL Enviro400H City
SN16OHR,stagecoach-london,12502,26,ADL Enviro400H City
SN16OHS,stagecoach-london,12503,26,ADL Enviro400H City
SN16OHT,stagecoach-london,12504,388,ADL Enviro400H City
SN16OHU,stagecoach-london,12505,26,ADL Enviro400H City
SN16OHV,stagecoach-london,12506,388,ADL Enviro400H City
SN16OHW,stagecoach-london,12507,26,ADL Enviro400H City
SN16OHX,stagecoach-london,12508,26,ADL Enviro400H City
SN16OHY,stagecoach-london,12509,388,ADL Enviro400H City
SN16OHZ,stagecoach-london,12510,26,ADL Enviro400H City
SN16OJA,stagecoach-london,12511,26,ADL Enviro400H City
SN16OJB,stagecoach-london,12512,388,ADL Enviro400H City
SN16OJC,stagecoach-london,12513,388,ADL Enviro400H City
SN16OJD,stagecoach-london,12514,26,ADL Enviro400H City
SN16OJE,stagecoach-london,12515,26,ADL Enviro400H City
SN16OJF,stagecoach-london,12516,N550,ADL Enviro400H City
SN16OJG,stagecoach-london,12517,26,ADL Enviro400H City
SN16OJH,stagecoach-london,12518,26,ADL Enviro400H City
SN16OJJ,stagecoach-london,12519,26,ADL Enviro400H City
SN16OJK,stagecoach-london,12520,N26,ADL Enviro400H City
SN16OJL,stagecoach-london,12521,388,ADL Enviro400H City
SN66WRE,stagecoach-london,12522,388,ADL Enviro400H City
SN66WRG,stagecoach-london,12523,20,ADL Enviro400H City
SN66WRJ,stagecoach-london,12524,388,ADL Enviro400H City
SN66WRK,stagecoach-london,12525,388,ADL Enviro400H City
SN66WRL,stagecoach-london,12526,388,ADL Enviro400H City
SN66WRO,stagecoach-london,12527,26,ADL Enviro400H City
SN66WRP,stagecoach-london,12528,26,ADL Enviro400H City
SN66WRR,stagecoach-london,12529,26,ADL Enviro400H City
SN66WRT,stagecoach-london,12530,26,ADL Enviro400H City
SN66WRU,stagecoach-london,12531,388,ADL Enviro400H City
SN66WRV,stagecoach-london,12532,388,ADL Enviro400H City
SN66WRW,stagecoach-london,12533,26,ADL Enviro400H City
SN66WRX,stagecoach-london,12534,26,ADL Enviro400H City
SN66WRZ,stagecoach-london,12535,26,ADL Enviro400H City
SN66WSD,stagecoach-london,12536,26,ADL Enviro400H City
SN66WSE,stagecoach-london,12537,26,ADL Enviro400H City
SN65OHP,stagecoach-london,12538,20,ADL Enviro400H City
YX19ORO,stagecoach-london,12539,56,ADL Enviro400H City
YX19ORP,stagecoach-london,12540,20,ADL Enviro400H City
YX19ORS,stagecoach-london,12541,56,ADL Enviro400H City
YX19ORT,stagecoach-london,12542,55,ADL Enviro400H City
YX19ORU,stagecoach-london,12543,56,ADL Enviro400H City
YX19ORV,stagecoach-london,12544,56,ADL Enviro400H City
YX19ORW,stagecoach-london,12545,20,ADL Enviro400H City
YX19ORY,stagecoach-london,12546,56,ADL Enviro400H City
YX19ORZ,stagecoach-london,12547,20,ADL Enviro400H City
E17HCT,stagecoach-london,12548,20,ADL Enviro400H City
E20HCT,stagecoach-london,12549,20,ADL Enviro400H City
BF15KGK,stagecoach-london,13061,177,Volvo B5LH ADL Enviro400 MMC
BF15KGN,stagecoach-london,13062,122,Volvo B5LH ADL Enviro400 MMC
BF15KGP,stagecoach-london,13063,122,Volvo B5LH ADL Enviro400 MMC
BF15KGU,stagecoach-london,13064,422,Volvo B5LH ADL Enviro400 MMC
BF15KGV,stagecoach-london,13065,177,Volvo B5LH ADL Enviro400 MMC
BF15KGX,stagecoach-london,13066,180,Volvo B5LH ADL Enviro400 MMC
BF15KGY,stagecoach-london,13067,177,Volvo B5LH ADL Enviro400 MMC
BF15KGZ,stagecoach-london,13068,122,Volvo B5LH ADL Enviro400 MMC
BF15KHB,stagecoach-london,13069,177,Volvo B5LH ADL Enviro400 MMC
BF15KHC,stagecoach-london,13070,177,Volvo B5LH ADL Enviro400 MMC
BF15KHD,stagecoach-london,13071,180,Volvo B5LH ADL Enviro400 MMC
BF15KHG,stagecoach-london,13072,177,Volvo B5LH ADL Enviro400 MMC
BF15KHH,stagecoach-london,13073,180,Volvo B5LH ADL Enviro400 MMC
BF15KHJ,stagecoach-london,13074,53,Volvo B5LH ADL Enviro400 MMC
BJ15TVZ,stagecoach-london,13075,177,Volvo B5LH ADL Enviro400 MMC
BJ15TWA,stagecoach-london,13076,122,Volvo B5LH ADL Enviro400 MMC
BF15KHA,stagecoach-london,13077,53,Volvo B5LH ADL Enviro400 MMC
BJ15TWC,stagecoach-london,13078,422,Volvo B5LH ADL Enviro400 MMC
BF15KGJ,stagecoach-london,13079,53,Volvo B5LH ADL Enviro400 MMC
BF15KGO,stagecoach-london,13080,177,Volvo B5LH ADL Enviro400 MMC
BF15KHE,stagecoach-london,13081,97,Volvo B5LH ADL Enviro400 MMC
BL65OYA,stagecoach-london,13082,97,Volvo B5LH ADL Enviro400 MMC
BL65OYB,stagecoach-london,13083,47,Volvo B5LH ADL Enviro400 MMC
BL65OYC,stagecoach-london,13084,47,Volvo B5LH ADL Enviro400 MMC
BL65OYD,stagecoach-london,13085,54,Volvo B5LH ADL Enviro400 MMC
BL65OYE,stagecoach-london,13086,47,Volvo B5LH ADL Enviro400 MMC
BL65OYF,stagecoach-london,13087,47,Volvo B5LH ADL Enviro400 MMC
BL65OYG,stagecoach-london,13088,54,Volvo B5LH ADL Enviro400 MMC
BL65OYH,stagecoach-london,13089,621,Volvo B5LH ADL Enviro400 MMC
BL65OYJ,stagecoach-london,13090,97,Volvo B5LH ADL Enviro400 MMC
BL65OYK,stagecoach-london,13091,75,Volvo B5LH ADL Enviro400 MMC
BL65OYM,stagecoach-london,13092,47,Volvo B5LH ADL Enviro400 MMC
BL65OYN,stagecoach-london,13093,47,Volvo B5LH ADL Enviro400 MMC
BL65OYO,stagecoach-london,13094,54,Volvo B5LH ADL Enviro400 MMC
BL65OYP,stagecoach-london,13095,47,Volvo B5LH ADL Enviro400 MMC
BL65OYR,stagecoach-london,13096,47,Volvo B5LH ADL Enviro400 MMC
BL65OYT,stagecoach-london,13097,136,Volvo B5LH ADL Enviro400 MMC
BL65OYU,stagecoach-london,13098,136,Volvo B5LH ADL Enviro400 MMC
BL65OYV,stagecoach-london,13099,97,Volvo B5LH ADL Enviro400 MMC
BL65OYW,stagecoach-london,13100,97,Volvo B5LH ADL Enviro400 MMC
BL65OYX,stagecoach-london,13101,97,Volvo B5LH ADL Enviro400 MMC
BL65OYY,stagecoach-london,13102,97,Volvo B5LH ADL Enviro400 MMC
BU16UXA,stagecoach-london,13121,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXB,stagecoach-london,13122,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXD,stagecoach-london,13123,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXG,stagecoach-london,13124,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXH,stagecoach-london,13125,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXJ,stagecoach-london,13126,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXL,stagecoach-london,13127,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXM,stagecoach-london,13128,97,Volvo B5LH Wright Eclipse Gemini 3
BU16UXO,stagecoach-london,13129,97,Volvo B5LH Wright Eclipse Gemini 3
BU16UXS,stagecoach-london,13130,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXT,stagecoach-london,13131,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXV,stagecoach-london,13132,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXW,stagecoach-london,13133,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXX,stagecoach-london,13134,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UXY,stagecoach-london,13135,308,Volvo B5LH Wright Eclipse Gemini 3
BU16UXZ,stagecoach-london,13136,135,Volvo B5LH Wright Eclipse Gemini 3
BU16UYB,stagecoach-london,13137,135,Volvo B5LH Wright Eclipse Gemini 3
LJ17WRF,stagecoach-london,13138,308,Volvo B5LH MCV EvoSeti
LJ17WRK,stagecoach-london,13139,308,Volvo B5LH MCV EvoSeti
LJ17WRL,stagecoach-london,13140,308,Volvo B5LH MCV EvoSeti
LJ17WTK,stagecoach-london,13141,97,Volvo B5LH MCV EvoSeti
LJ17WTL,stagecoach-london,13142,308,Volvo B5LH MCV EvoSeti
LJ17WTM,stagecoach-london,13143,308,Volvo B5LH MCV EvoSeti
LJ17WTN,stagecoach-london,13144,308,Volvo B5LH MCV EvoSeti
LJ17WTO,stagecoach-london,13145,308,Volvo B5LH MCV EvoSeti
LJ17WTP,stagecoach-london,13146,58,Volvo B5LH MCV EvoSeti
LJ17WTR,stagecoach-london,13147,308,Volvo B5LH MCV EvoSeti
LJ17WTT,stagecoach-london,13148,308,Volvo B5LH MCV EvoSeti
LJ17WTU,stagecoach-london,13149,308,Volvo B5LH MCV EvoSeti
LJ17WTV,stagecoach-london,13150,97,Volvo B5LH MCV EvoSeti
LJ17WTW,stagecoach-london,13151,135,Volvo B5LH MCV EvoSeti
LJ17WTX,stagecoach-london,13152,308,Volvo B5LH MCV EvoSeti
LJ17WTY,stagecoach-london,13153,308,Volvo B5LH MCV EvoSeti
LJ17WTZ,stagecoach-london,13154,97,Volvo B5LH MCV EvoSeti
LJ17WUA,stagecoach-london,13155,135,Volvo B5LH MCV EvoSeti
LJ17WUB,stagecoach-london,13156,308,Volvo B5LH MCV EvoSeti
LX58CDY,stagecoach-london,15002,365,Scania CN230UD OmniCity
LX58CDZ,stagecoach-london,15003,248,Scania CN230UD OmniCity
LX58CEA,stagecoach-london,15004,252,Scania CN230UD OmniCity
LX58CEJ,stagecoach-london,15006,372,Scania CN230UD OmniCity
LX58CFE,stagecoach-london,15015,280,Scania CN230UD OmniCity
LX58CFF,stagecoach-london,15016,365,Scania CN230UD OmniCity
LX58CFK,stagecoach-london,15019,490,Scania CN230UD OmniCity
LX58CFU,stagecoach-london,15025,,Scania CN230UD OmniCity
LX58CFV,stagecoach-london,15026,,Scania CN230UD OmniCity
LX58CFY,stagecoach-london,15027,,Scania CN230UD OmniCity
LX58CFZ,stagecoach-london,15028,,Scania CN230UD OmniCity
LX58CGG,stagecoach-london,15031,,Scania CN230UD OmniCity
LX09FZM,stagecoach-london,15115,100,Scania CN230UD OmniCity
SN68AFS,stagecoach-london,18901,97,Wright StreetDeck HEV
SN68AFT,stagecoach-london,18902,97,Wright StreetDeck HEV
SN68AFW,stagecoach-london,18903,97,Wright StreetDeck HEV
SN68AGA,stagecoach-london,18904,308,Wright StreetDeck HEV
SN68AGB,stagecoach-london,18905,97,Wright StreetDeck HEV
SN68AGC,stagecoach-london,18906,97,Wright StreetDeck HEV
SN68AGD,stagecoach-london,18907,97,Wright StreetDeck HEV
SK19FCX,stagecoach-london,18908,678,Wright StreetDeck HEV
SK19FCY,stagecoach-london,18909,97,Wright StreetDeck HEV
SK19FCZ,stagecoach-london,18910,97,Wright StreetDeck HEV
SK19FDA,stagecoach-london,18911,97,Wright StreetDeck HEV
SK19FDC,stagecoach-london,18912,97,Wright StreetDeck HEV
SK19FDD,stagecoach-london,18913,97,Wright StreetDeck HEV
SK19FDE,stagecoach-london,18914,97,Wright StreetDeck HEV
SK19FDF,stagecoach-london,18915,678,Wright StreetDeck HEV
SK19FDG,stagecoach-london,18916,97,Wright StreetDeck HEV
SK19FDJ,stagecoach-london,18917,97,Wright StreetDeck HEV
SK19FDL,stagecoach-london,18918,678,Wright StreetDeck HEV
SK19FDM,stagecoach-london,18919,97,Wright StreetDeck HEV
SK19FDN,stagecoach-london,18920,97,Wright StreetDeck HEV
SK19FDO,stagecoach-london,18921,678,Wright StreetDeck HEV
LX11AYT,stagecoach-london,19712,372,ADL Enviro400
LX11AYU,stagecoach-london,19713,365,ADL Enviro400
LX11AYV,stagecoach-london,19714,252,ADL Enviro400
LX11AYW,stagecoach-london,19715,372,ADL Enviro400
LX11AYY,stagecoach-london,19716,252,ADL Enviro400
LX11AYZ,stagecoach-london,19717,372,ADL Enviro400
LX11AZA,stagecoach-london,19718,365,ADL Enviro400
LX11AZB,stagecoach-london,19719,372,ADL Enviro400
LX11AZD,stagecoach-london,19721,365,ADL Enviro400
LX11AZF,stagecoach-london,19722,252,ADL Enviro400
LX11AZG,stagecoach-london,19723,252,ADL Enviro400
LX11AZJ,stagecoach-london,19724,372,ADL Enviro400
LX11AZL,stagecoach-london,19725,252,ADL Enviro400
LX11AZN,stagecoach-london,19726,256,ADL Enviro400
LX11AZO,stagecoach-london,19727,256,ADL Enviro400
LX11AZP,stagecoach-london,19728,496,ADL Enviro400
LX11AZR,stagecoach-london,19729,496,ADL Enviro400
LX11AZT,stagecoach-london,19730,499,ADL Enviro400
LX11AZU,stagecoach-london,19731,256,ADL Enviro400
LX11AZV,stagecoach-london,19732,365,ADL Enviro400
LX11AZW,stagecoach-london,19733,252,ADL Enviro400
LX11AZZ,stagecoach-london,19734,499,ADL Enviro400
LX11BAA,stagecoach-london,19735,496,ADL Enviro400
LX11BAO,stagecoach-london,19736,252,ADL Enviro400
LX11BAU,stagecoach-london,19737,365,ADL Enviro400
LX11BAV,stagecoach-london,19738,256,ADL Enviro400
LX11BBE,stagecoach-london,19739,499,ADL Enviro400
LX11BBF,stagecoach-london,19740,365,ADL Enviro400
LX11BBJ,stagecoach-london,19741,365,ADL Enviro400
LX11BDO,stagecoach-london,19757,169,ADL Enviro400
LX11BDU,stagecoach-london,19758,179,ADL Enviro400
LX11BDV,stagecoach-london,19759,145,ADL Enviro400
LX11BDY,stagecoach-london,19760,169,ADL Enviro400
LX11BDZ,stagecoach-london,19761,340,ADL Enviro400
LX11BEJ,stagecoach-london,19762,100,ADL Enviro400
LX11BEO,stagecoach-london,19763,241,ADL Enviro400
LX11BEU,stagecoach-london,19764,667,ADL Enviro400
LX11BFK,stagecoach-london,19769,310,ADL Enviro400
LX11BFM,stagecoach-london,19771,96,ADL Enviro400
LX11BFN,stagecoach-london,19772,177,ADL Enviro400
LX11BFO,stagecoach-london,19773,62,ADL Enviro400
LX11BFP,stagecoach-london,19774,179,ADL Enviro400
LX11BFU,stagecoach-london,19775,62,ADL Enviro400
LX11BFV,stagecoach-london,19776,145,ADL Enviro400
LX11BFY,stagecoach-london,19777,650,ADL Enviro400
LX11BFZ,stagecoach-london,19778,238,ADL Enviro400
LX11BGE,stagecoach-london,19779,275,ADL Enviro400
LX11BGK,stagecoach-london,19781,275,ADL Enviro400
LX11BGO,stagecoach-london,19782,169,ADL Enviro400
LX11BGU,stagecoach-london,19783,62,ADL Enviro400
LX11BGV,stagecoach-london,19784,169,ADL Enviro400
LX11BHA,stagecoach-london,19787,372,ADL Enviro400
LX11BHD,stagecoach-london,19788,372,ADL Enviro400
LX11BHE,stagecoach-london,19789,252,ADL Enviro400
LX11BHF,stagecoach-london,19790,372,ADL Enviro400
LX11BHJ,stagecoach-london,19791,372,ADL Enviro400
LX11BHK,stagecoach-london,19792,252,ADL Enviro400
LX11BHL,stagecoach-london,19793,252,ADL Enviro400
LX11BJJ,stagecoach-london,19804,314,ADL Enviro400
LX11BJK,stagecoach-london,19805,314,ADL Enviro400
LX11BJY,stagecoach-london,19809,241,ADL Enviro400
LX11BKG,stagecoach-london,19815,499,ADL Enviro400
LX11BKK,stagecoach-london,19817,422,ADL Enviro400
LX11BKL,stagecoach-london,19818,422,ADL Enviro400
LX11BKU,stagecoach-london,19821,496,ADL Enviro400
LX11BKY,stagecoach-london,19823,252,ADL Enviro400
LX11BLJ,stagecoach-london,19826,496,ADL Enviro400
LX11BLZ,stagecoach-london,19830,275,ADL Enviro400
LX11BMV,stagecoach-london,19833,372,ADL Enviro400
LX61DDE,stagecoach-london,19835,122,ADL Enviro400
LX61DDJ,stagecoach-london,19837,499,ADL Enviro400
LX61DBO,stagecoach-london,19842,365,ADL Enviro400
LX61DBU,stagecoach-london,19843,365,ADL Enviro400
LX61DBV,stagecoach-london,19844,D7,ADL Enviro400
LX61DBZ,stagecoach-london,19846,684,ADL Enviro400
LX12CZC,stagecoach-london,19849,D6,ADL Enviro400
LX12CZD,stagecoach-london,19850,D6,ADL Enviro400
LX12CZE,stagecoach-london,19851,256,ADL Enviro400
LX12CZG,stagecoach-london,19853,252,ADL Enviro400
LX12CZH,stagecoach-london,19854,649,ADL Enviro400
LX12CZM,stagecoach-london,19858,256,ADL Enviro400
LX12CZO,stagecoach-london,19860,122,ADL Enviro400
LX12CZP,stagecoach-london,19861,650,ADL Enviro400
LX12CZR,stagecoach-london,19862,122,ADL Enviro400
LX12CZT,stagecoach-london,19864,177,ADL Enviro400
LX12CZU,stagecoach-london,19865,422,ADL Enviro400
LX12CZV,stagecoach-london,19866,122,ADL Enviro400
LX12CZW,stagecoach-london,19867,177,ADL Enviro400
LX12CZY,stagecoach-london,19868,122,ADL Enviro400
LX12CZZ,stagecoach-london,19869,275,ADL Enviro400
LX12DAA,stagecoach-london,19870,275,ADL Enviro400
LX12DAO,stagecoach-london,19871,275,ADL Enviro400
LX11AWV,stagecoach-london,36280,325,ADL Enviro200
LX11AWW,stagecoach-london,36281,366,ADL Enviro200
LX11AWY,stagecoach-london,36282,314,ADL Enviro200
LX11AWZ,stagecoach-london,36283,314,ADL Enviro200
LX58CCK,stagecoach-london,36326,273,ADL Enviro200
LX09ACU,stagecoach-london,36338,58,ADL Enviro200
LX09ACV,stagecoach-london,36339,380,ADL Enviro200
LX09ADU,stagecoach-london,36343,P4,ADL Enviro200
LX59ECY,stagecoach-london,36368,D3,ADL Enviro200
LX59ECZ,stagecoach-london,36369,372,ADL Enviro200
YX11CNU,stagecoach-london,36397,W19,ADL Enviro200
YX11AEU,stagecoach-london,36399,W19,ADL Enviro200
LX12DHG,stagecoach-london,36528,124,ADL Enviro200
LX12DHJ,stagecoach-london,36529,273,ADL Enviro200
LX12DHK,stagecoach-london,36530,273,ADL Enviro200
LX12DHL,stagecoach-london,36531,273,ADL Enviro200
LX12DHM,stagecoach-london,36532,124,ADL Enviro200
LX12DHN,stagecoach-london,36533,273,ADL Enviro200
LX12DHO,stagecoach-london,36534,273,ADL Enviro200
LX12DHP,stagecoach-london,36535,273,ADL Enviro200
LX12DHU,stagecoach-london,36536,124,ADL Enviro200
LX12DHV,stagecoach-london,36537,124,ADL Enviro200
LX12DHY,stagecoach-london,36538,124,ADL Enviro200
LX12DHZ,stagecoach-london,36539,124,ADL Enviro200
LX12DJD,stagecoach-london,36540,124,ADL Enviro200
LX12DJE,stagecoach-london,36541,284,ADL Enviro200
LX12DJF,stagecoach-london,36542,323,ADL Enviro200
LX12DJU,stagecoach-london,36546,D6,ADL Enviro200
LX12DJV,stagecoach-london,36547,W19,ADL Enviro200
LX12DJY,stagecoach-london,36548,323,ADL Enviro200
LX12DJZ,stagecoach-london,36549,W19,ADL Enviro200
LX12DKA,stagecoach-london,36550,462,ADL Enviro200
LX12DKE,stagecoach-london,36552,167,ADL Enviro200
LX12DKF,stagecoach-london,36553,346,ADL Enviro200
LX12DKJ,stagecoach-london,36554,D6,ADL Enviro200
LX13CYW,stagecoach-london,36555,296,ADL Enviro200
LX13CZN,stagecoach-london,36570,323,ADL Enviro200
LX13CZO,stagecoach-london,36571,323,ADL Enviro200
LX13CZP,stagecoach-london,36572,323,ADL Enviro200
LX13CZR,stagecoach-london,36573,323,ADL Enviro200
LX13CZS,stagecoach-london,36574,323,ADL Enviro200
LX13CZT,stagecoach-london,36575,D6,ADL Enviro200
LX13CZU,stagecoach-london,36576,D6,ADL Enviro200
LX13CZV,stagecoach-london,36577,D6,ADL Enviro200
LX13CZW,stagecoach-london,36578,D6,ADL Enviro200
LX13CZY,stagecoach-london,36579,D6,ADL Enviro200
LX13CZZ,stagecoach-london,36580,D6,ADL Enviro200
YX63LGA,stagecoach-london,36581,138,ADL Enviro200
YX63LGC,stagecoach-london,36582,336,ADL Enviro200
YY64GRK,stagecoach-london,36584,124,ADL Enviro200
YY64GRU,stagecoach-london,36585,124,ADL Enviro200
YY64GRX,stagecoach-london,36586,273,ADL Enviro200
YY64GRZ,stagecoach-london,36587,124,ADL Enviro200
YY15OWU,stagecoach-london,36601,346,ADL Enviro200 MMC
YY15OWV,stagecoach-london,36602,246,ADL Enviro200 MMC
YY15OWW,stagecoach-london,36603,246,ADL Enviro200 MMC
YY15OWX,stagecoach-london,36604,246,ADL Enviro200 MMC
YY15OWZ,stagecoach-london,36605,246,ADL Enviro200 MMC
YY15OXA,stagecoach-london,36606,314,ADL Enviro200 MMC
YY15OXB,stagecoach-london,36607,246,ADL Enviro200 MMC
YY15OXC,stagecoach-london,36608,246,ADL Enviro200 MMC
YX16OHY,stagecoach-london,36609,336,ADL Enviro200 MMC
YX16OHZ,stagecoach-london,36610,146,ADL Enviro200 MMC
YX16OJZ,stagecoach-london,36611,336,ADL Enviro200 MMC
YX16OKP,stagecoach-london,36612,336,ADL Enviro200 MMC
YX16OKR,stagecoach-london,36613,336,ADL Enviro200 MMC
YX16OKS,stagecoach-london,36614,336,ADL Enviro200 MMC
YX16OKT,stagecoach-london,36615,336,ADL Enviro200 MMC
YX16OKU,stagecoach-london,36616,336,ADL Enviro200 MMC
YX16OKV,stagecoach-london,36617,336,ADL Enviro200 MMC
YX16OKW,stagecoach-london,36618,336,ADL Enviro200 MMC
YX16OKZ,stagecoach-london,36619,336,ADL Enviro200 MMC
YX16OLA,stagecoach-london,36620,B14,ADL Enviro200 MMC
YX16OLB,stagecoach-london,36621,336,ADL Enviro200 MMC
SN66WMT,stagecoach-london,36622,273,ADL Enviro200 MMC
SN66WMU,stagecoach-london,36623,124,ADL Enviro200 MMC
