route_id,lbr_vehicle_string,bustimes_types,bustimes_observed_regs,our_make,our_vehicle_type,our_propulsion,our_deck,tfl_observed_reg_count
112,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC | Wright GB Kite Electroliner,32,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,32
113,Streetdeck Electroliner 10.5m,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,48,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,48
114,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,45,VOLVO,B5LH/Gemini 3,hybrid,double,45
115,E40H/Enviro400H MMC,ADL Enviro400H MMC,25,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,27
116,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,22,VOLVO,B5LH/Gemini 3,hybrid,double,22
117,Citaro K 10.5m,Mercedes-Benz Citaro O295K | ADL Enviro200 MMC,23,ALEXANDER DENNIS,Citaro K 10.5m,diesel,single,23
119,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400,26,BYD,DD/Enviro400EV City,electric,double,34
12,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
120,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,56,VOLVO,B5LH/Gemini 3,hybrid,double,56
121,DB300/Gemini 2,VDL DB300 Wright Gemini 2,47,WRIGHTBUS,DB300/Gemini 2,diesel,double,47
122,E40H/Enviro400H,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 | ADL Enviro400H | ADL Enviro400 MMC | ADL Enviro400H MMC,53,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,53
123,?,ADL Enviro400H MMC,7,VOLVO,?,diesel,,51
124,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,24,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,24
125,DD/Enviro400EV City,Volvo B5LH Wright Eclipse Gemini 3 | BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright SRM | ADL Enviro400H | ADL Enviro400H MMC,29,BYD,DD/Enviro400EV City,electric,double,29
126,E20D/Enviro200,ADL Enviro200,14,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,14
127,Trident/Enviro400,ADL Enviro400,17,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,30
128,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC | Wright StreetDeck Electroliner,22,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,22
129,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,single,34
13,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti | ADL Enviro400H,34,VOLVO,B5LH/EvoSeti,hybrid,double,34
130,E20D/Enviro200 MMC,ADL Enviro200 MMC | ADL Enviro200,17,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
131,Streetdeck Electroliner 10.5m,BYD D8UR-DD ADL Enviro400EV,10,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,34
132,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,18,BYD,DD/Enviro400EV City,electric,double,25
133,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,52,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,52
134,MetroDecker EV 10.5m,Volvo B5LH MCV EvoSeti | BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Electroliner | Optare MetroDecker EV,53,WRIGHTBUS,MetroDecker EV 10.5m,electric,double,53
135,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,27,VOLVO,B5LH/Gemini 3,hybrid,double,27
136,E40D/Enviro400,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 MMC,53,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,53
137,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
138,E20D/Enviro200 1D ?,ADL Enviro200 MMC | ADL Enviro200,10,ALEXANDER DENNIS,E20D/Enviro200 1D ?,diesel,single,10
139,B5LH/Eclipse Gemini,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H MMC | Volvo B5LH MCV EvoSeti,33,VOLVO,B5LH/Eclipse Gemini,hybrid,double,33
14,E40H/Enviro400H MMC,ADL Enviro400H MMC,22,VOLVO,E40H/Enviro400H MMC,hybrid,double,61
140,B5LH/Gemini 3,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,47,VOLVO,B5LH/Gemini 3,hybrid,double,47
141,BYD B11E02 10.9m,Volvo B5LH Wright Eclipse Gemini 3 | BYD BD11 | Volvo B5LH Wright Eclipse Gemini 2,55,BYD,BYD B11E02 10.9m,electric,single,55
142,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,32,BYD,DD/Enviro400EV City,electric,double,32
143,Kite Electroliner 10.3m,BYD B12 | Wright GB Kite Electroliner,17,WRIGHTBUS,Kite Electroliner 10.3m,electric,single,17
144,B5LH/Gemini 3,ADL Enviro400H MMC,5,VOLVO,B5LH/Gemini 3,hybrid,double,42
145,E40H/Enviro400H MMC,ADL Enviro400 MMC | ADL Enviro400H MMC,38,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,38
146,E20D/Enviro200 MMC,ADL Enviro200 MMC | ADL Enviro100EV,4,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,4
147,E40D/Enviro400,ADL Enviro400,12,VOLVO,E40D/Enviro400,diesel,double,38
148,New Bus for London,BYD D8UR-DD ADL Enviro400EV,9,BYD,New Bus for London,hybrid,double,9
149,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Electroliner,5,VOLVO,New Bus for London,hybrid,double,5
15,New Bus for London,,0,VOLVO,New Bus for London,hybrid,double,8
150,Trident/Enviro400,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400 | VDL DB300 Wright Gemini 2 | Volvo B5LH Wright Eclipse Gemini 2,26,VOLVO,Trident/Enviro400,diesel,double,26
151,Streetdeck Electroliner 10.5m,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,18
152,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,20
153,Kite Electroliner 10.9m,BYD D8UR ADL Enviro200EV | Wright GB Kite Electroliner,19,WRIGHTBUS,Kite Electroliner 10.9m,electric,single,19
154,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,51,BYD,DD/Enviro400EV City,electric,double,51
155,B5LH/Gemini 3,ADL Enviro400H MMC,3,VOLVO,B5LH/Gemini 3,hybrid,double,32
156,E40H/Enviro400H,ADL Enviro400H | ADL Enviro400H MMC,48,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,48
157,DD/E400MMC EV,BYD D8UR-DD ADL Enviro400EV,37,BYD,DD/E400MMC EV,electric,double,38
158,DB300/Gemini 2,VDL DB300 Wright Gemini 2 | ADL Enviro400H MMC,34,WRIGHTBUS,DB300/Gemini 2,diesel,double,34
159,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
16,New Bus for London,Wright StreetDeck Electroliner,18,WRIGHTBUS,New Bus for London,hybrid,double,18
160,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,16,BYD,DD/Enviro400EV City,electric,double,16
161,E40H/Enviro400H MMC,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 | ADL Enviro400H | ADL Enviro400 MMC | ADL Enviro400H MMC,56,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,56
162,E200Dart/Enviro200,ADL Enviro200,18,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,20
163,D8UR/Enviro200MMC EV,ADL Enviro200,1,BYD,D8UR/Enviro200MMC EV,electric,single,32
164,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,35
165,Trident/Enviro400,Wright StreetDeck Electroliner,36,WRIGHTBUS,Trident/Enviro400,electric,double,36
166,E200Dart/Enviro200,,0,BYD,E200Dart/Enviro200,electric,single,19
167,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,14,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,14
169,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner | ADL Enviro400H MMC,30,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,30
17,New Bus for London,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH MCV EvoSeti,3,BYD,New Bus for London,hybrid,double,3
170,E200Dart/Enviro200,ADL Enviro200,20,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,20
171,E40H/Enviro400H MMC,ADL Enviro400H MMC,42,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,47
172,E40H/Enviro400H MMC,,0,WRIGHTBUS,E40H/Enviro400H MMC,hybrid,double,19
173,DD/Enviro400EV City,Wright StreetDeck Electroliner,28,WRIGHTBUS,DD/Enviro400EV City,electric,double,28
174,DD/Enviro400EV City,Wright StreetDeck Electroliner | ADL Enviro400,51,WRIGHTBUS,DD/Enviro400EV City,electric,double,51
175,DB300/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | VDL DB300 Wright Gemini 2,28,VOLVO,DB300/Gemini 2,diesel,double,28
176,New Bus for London,ADL Enviro400H MMC,9,VOLVO,New Bus for London,hybrid,double,22
177,B5LH/Enviro400H MMC,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 | ADL Enviro400H | ADL Enviro400H MMC | ADL Enviro400 MMC,59,ALEXANDER DENNIS,B5LH/Enviro400H MMC,hybrid,double,59
178,E40D/Enviro400,ADL Enviro400,17,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,18
179,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC | ADL Enviro400H MMC,34,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,34
18,B5LH/Gemini 3,BYD BD11,56,BYD,B5LH/Gemini 3,hybrid,double,56
180,E40H/Enviro400H,Volvo B5LH ADL Enviro400 MMC | BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H | ADL Enviro400 | ADL Enviro400H MMC | ADL Enviro400 MMC,49,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,49
181,E20D/Enviro200 MMC,ADL Enviro200 MMC,17,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
182,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B9TL Wright Eclipse Gemini 2,54,VOLVO,B5LH/Gemini 3,hybrid,double,54
183,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H MMC,23,BYD,DD/Enviro400EV City,electric,double,23
184,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,33
185,E40H/Enviro400H MMC,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H MMC,39,BYD,E40H/Enviro400H MMC,hybrid,double,41
186,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B9TL Wright Eclipse Gemini 2,50,VOLVO,B5LH/Gemini 2,hybrid,double,50
187,BZL (sd)/MCV,Volvo BZL,22,VOLVO,BZL (sd)/MCV,electric,single,22
188,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,single,27
189,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
19,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
190,E20D/Enviro200 MMC,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | ADL Enviro200 MMC,17,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
191,DB300/Gemini 2,VDL DB300 Wright Gemini 2,36,WRIGHTBUS,DB300/Gemini 2,diesel,double,36
192,E20D/Enviro200 MMC,,0,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
193,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,15,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,15
194,DB300/Gemini 2,VDL DB300 Wright Gemini 2 | ADL Enviro400,26,WRIGHTBUS,DB300/Gemini 2,diesel,double,26
195,E20D/Enviro200 MMC,Wright GB Kite Electroliner | ADL Enviro200 MMC | ADL Enviro200,23,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,23
196,Enviro400EV 10.5m,ADL Enviro400EV,18,ALEXANDER DENNIS,Enviro400EV 10.5m,electric,double,18
197,E40H/Enviro400H MMC,ADL Enviro400H MMC,29,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,30
198,E40H/Enviro400H City,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H City,19,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,19
199,Streetdeck Electroliner 10.5m,Volvo B5LH ADL Enviro400 MMC | Wright StreetDeck Electroliner,20,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,20
2,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H MMC,55,VOLVO,B5LH/Gemini 3,hybrid,double,55
20,E40H/Enviro400H City,ADL Enviro400H City | ADL Enviro400H,22,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,22
200,MetroDecker EV 10.5m,Wright StreetDeck Electroliner | Optare MetroDecker EV,17,OPTARE,MetroDecker EV 10.5m,electric,double,27
201,E20D/Enviro200,ADL Enviro200 MMC | ADL Enviro200,18,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,18
202,E40H/Enviro400H MMC,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H MMC,21,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,21
203,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H,13,VOLVO,B5LH/Gemini 3,hybrid,double,13
204,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,44,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,44
205,E40H/Enviro400H,ADL Enviro400H | ADL Enviro400 MMC,27,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,27
206,E20D/Enviro200,BYD BD11 | Volvo BZL | ADL Enviro200 MMC,31,VOLVO,E20D/Enviro200,electric,single,31
207,E40H/Enviro400H MMC,ADL Enviro400 MMC | ADL Enviro400H | ADL Enviro400H MMC,43,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,43
208,E40H/Enviro400H MMC,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H MMC,19,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,22
209,E20D/Enviro200 MMC,ADL Enviro200 MMC,9,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,9
21,New Bus for London,ADL Enviro400H MMC,12,ALEXANDER DENNIS,New Bus for London,hybrid,double,12
210,BYD B11E02 10.9m,BYD BD11 | Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Electroliner,19,BYD,BYD B11E02 10.9m,electric,single,19
211,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
212,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,32,BYD,DD/Enviro400EV City,electric,double,32
213,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,48,BYD,DD/Enviro400EV City,electric,double,48
214,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,24
215,New Bus for London,ADL Enviro400 | ADL Enviro400H,5,ALEXANDER DENNIS,New Bus for London,hybrid,double,5
216,E20D/Enviro200 MMC,ADL Enviro200 MMC,21,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,21
217,DB300/Gemini 2,VDL DB300 Wright Gemini 2 | Wright StreetDeck Electroliner,24,WRIGHTBUS,DB300/Gemini 2,diesel,double,24
218,Kite Electroliner 10.9m,Wright GB Kite Electroliner | ADL Enviro200,11,WRIGHTBUS,Kite Electroliner 10.9m,electric,single,11
219,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,32
22,B5LH/EvoSeti,ADL Enviro400H MMC,1,WRIGHTBUS,B5LH/EvoSeti,hybrid,double,23
220,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H,47,VOLVO,B5LH/Gemini 3,hybrid,double,47
221,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,47,VOLVO,B5LH/Gemini 3,hybrid,double,47
222,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,41,VOLVO,B5LH/Gemini 3,hybrid,double,41
223,E20D/Enviro200 MMC,ADL Enviro200 MMC | ADL Enviro200,17,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
224,E20D/Enviro200 MMC,ADL Enviro200,11,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,11
225,E20D/Enviro200 2D ?,ADL Enviro200 MMC,8,ALEXANDER DENNIS,E20D/Enviro200 2D ?,diesel,single,8
226,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV | ADL Enviro200 MMC,22,BYD,D8UR/Enviro200MMC EV,electric,single,22
227,Streetlite DF 11.5m,Wright StreetLite DF | ADL Enviro200,15,WRIGHTBUS,Streetlite DF 11.5m,diesel,single,15
228,BZL (sd)/MCV,Volvo BZL,20,VOLVO,BZL (sd)/MCV,electric,single,20
229,E40D/Enviro400,ADL Enviro400 | Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright Eclipse Gemini 2 | VDL DB300 Wright Gemini 2,38,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,38
23,MetroDecker EV 10.5m,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH MCV EvoSeti | ADL Enviro400H | Optare MetroDecker EV,36,OPTARE,MetroDecker EV 10.5m,electric,double,36
230,Streetdeck Electroliner 10.5m,BYD D8UR-DD ADL Enviro400EV,6,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,18
231,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2 | ADL Enviro400 | Volvo B5LH Wright Eclipse Gemini 3,17,ALEXANDER DENNIS,B9TL/Gemini 2,diesel,double,17
232,Streetlite DF 10.8m,Wright StreetLite DF,18,WRIGHTBUS,Streetlite DF 10.8m,diesel,single,18
233,E100EV/Enviro100EV 8.5m,ADL Enviro200,1,ALEXANDER DENNIS,E100EV/Enviro100EV 8.5m,electric,single,15
234,E20D/Enviro200,ADL Enviro200 | Wright GB Kite Electroliner | ADL Enviro200 MMC,18,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,18
235,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV | ADL Enviro200 MMC,24,BYD,D8UR/Enviro200MMC EV,electric,single,24
236,Streetlite DF 10.8m,Wright StreetLite DF | ADL Enviro200,23,WRIGHTBUS,Streetlite DF 10.8m,diesel,single,23
237,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2,63,VOLVO,B5LH/Gemini 3,hybrid,double,64
238,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC | ADL Enviro400H MMC,34,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,34
24,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
240,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,28,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,28
241,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC,23,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,23
242,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,33,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,33
243,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,63,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,63
244,E200Dart/Enviro200,ADL Enviro400,23,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,23
245,B5LH/Gemini 3,Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Hydroliner,45,VOLVO,B5LH/Gemini 3,hybrid,double,45
246,E200Dart/Enviro200,Volvo BZL | ADL Enviro400EV | ADL Enviro200 MMC,9,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,9
247,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,30,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,31
248,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3,8,VOLVO,New Bus for London,hybrid,double,8
249,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright Eclipse Gemini 2,46,VOLVO,B5LH/Gemini 3,hybrid,double,46
25,E40H/Enviro400H MMC,ADL Enviro400H | ADL Enviro400 MMC,55,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,55
250,Trident/Enviro400,ADL Enviro400 | Wright StreetDeck Electroliner,41,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,41
251,BZL (sd)/MCV,Volvo BZL,13,VOLVO,BZL (sd)/MCV,electric,single,13
252,E40D/Enviro400,ADL Enviro400 | ADL Enviro400 MMC,40,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,41
253,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
254,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
255,Kite Electroliner 10.3m,,0,WRIGHTBUS,Kite Electroliner 10.3m,electric,single,11
256,E40D/Enviro400,Wright StreetDeck Electroliner | ADL Enviro400 | ADL Enviro400 MMC,34,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,34
257,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner | ADL Enviro400 | ADL Enviro400H,23,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,23
258,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,25,VOLVO,B9TL/Gemini 2,diesel,double,25
259,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3,1,VOLVO,New Bus for London,hybrid,double,1
26,E40H/Enviro400H City,Volvo BZL DD | Wright StreetDeck Electroliner | ADL Enviro400H City | ADL Enviro400 MMC,40,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,40
260,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,47,VOLVO,B5LH/Gemini 3,hybrid,double,47
261,E40D/Enviro400,ADL Enviro400 | Wright StreetDeck Electroliner | ADL Enviro400EV | ADL Enviro400 MMC,28,WRIGHTBUS,E40D/Enviro400,electric,double,28
262,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,11,BYD,DD/Enviro400EV City,electric,double,11
263,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Electroliner,44,WRIGHTBUS,B5LH/Gemini 2,hybrid,double,44
264,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,23,BYD,DD/Enviro400EV City,electric,double,23
265,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,28
266,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,30,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,30
267,New Bus for London,Wright StreetDeck Electroliner,1,WRIGHTBUS,New Bus for London,hybrid,double,1
268,Kite Electroliner 10.3m,BYD B12,5,BYD,Kite Electroliner 10.3m,electric,single,5
269,Streetdeck Electroliner 10.5m,ADL Enviro400,1,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,31
27,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
270,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,17,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,17
272,E20D/Enviro200 MMC,ADL Enviro200 MMC,16,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,16
273,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,21,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,21
274,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti,32,VOLVO,B5LH/EvoSeti,hybrid,double,32
275,E40D/Enviro400,ADL Enviro400 | ADL Enviro400H | ADL Enviro400H City,22,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,22
276,BZL (sd)/MCV,Volvo BZL,27,VOLVO,BZL (sd)/MCV,electric,single,27
277,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,37,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,37
278,E40D/Enviro400H MMC,ADL Enviro400 MMC | ADL Enviro400H | ADL Enviro400H MMC,18,ALEXANDER DENNIS,E40D/Enviro400H MMC,hybrid,double,18
279,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,49,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,49
28,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2,22,VOLVO,B9TL/Gemini 2,diesel,double,22
280,B5LH/Gemini 2,,0,VOLVO,B5LH/Gemini 2,hybrid,double,21
281,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright Eclipse Gemini 3,56,BYD,DD/Enviro400EV City,electric,double,56
281N,,,0,,,,,0
281R,,,0,,,,,0
282,E40H/Enviro400H,Volvo B5LH MCV EvoSeti | ADL Enviro400H | Volvo B5LH Wright Eclipse Gemini 3,31,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,31
284,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,16,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,16
285,E40D/Enviro400 MMC,Wright StreetDeck Electroliner | ADL Enviro400 MMC | ADL Enviro400H MMC,22,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,22
286,Streetlite DF 10.8m,Wright StreetLite DF | ADL Enviro400 | ADL Enviro200 | Wright StreetLite DF HEV,20,WRIGHTBUS,Streetlite DF 10.8m,diesel,single,24
287,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,27,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,27
288,E20D/Enviro200 MMC,ADL Enviro200 MMC,26,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,26
289,Trident/Enviro400,ADL Enviro400,29,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,29
29,B5LH/Eclipse Gemini,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,53,VOLVO,B5LH/Eclipse Gemini,hybrid,double,53
290,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV | ADL Enviro200 MMC | Wright GB Kite Electroliner,24,BYD,D8UR/Enviro200MMC EV,electric,single,24
291,E40D/Enviro400,ADL Enviro400,15,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,15
